,speaker_id,total_num_utterances,total_duration_in_sec,average_utterance_duration,count_mora,mora_per_utterance,count_bunsetsu,bunsetsu_per_utterance,count_disfluency,count_filler,count_mask,count_sp
K004_001,K004_001,653,749.2300000000017,1.1473660030627897,6537,10.010719754977028,1082,1.656967840735069,31,22,18,53
K004_002,K004_002,269,438.0360000000006,1.628386617100374,4048,15.048327137546469,740,2.7509293680297398,45,27,14,47
K004_003,K004_003,865,1332.5110000000002,1.5404751445086708,12919,14.935260115606937,2292,2.6497109826589593,65,125,54,64
K004_004,K004_004,9,8.497999999999934,0.9442222222222149,52,5.777777777777778,8,0.8888888888888888,0,0,0,0
K004_005,K004_005,493,1065.4780000000012,2.1612129817444243,7045,14.290060851926977,1291,2.6186612576064907,47,179,30,128
K004_006,K004_006,119,140.44400000000005,1.1802016806722693,1148,9.647058823529411,172,1.4453781512605042,6,0,16,28
K004_007,K004_007,385,535.3279999999986,1.390462337662334,3855,10.012987012987013,627,1.6285714285714286,49,39,9,91
K004_008,K004_008,494,833.0429999999986,1.6863218623481755,5520,11.17408906882591,1097,2.220647773279352,65,37,10,149
K004_009,K004_009,161,315.78900000000027,1.9614223602484488,2945,18.29192546583851,610,3.7888198757763973,15,138,0,48
K004_010,K004_010,104,126.1690000000001,1.2131634615384626,836,8.038461538461538,105,1.0096153846153846,1,2,0,27
K004_011,K004_011,370,533.969,1.4431594594594597,4024,10.875675675675677,668,1.8054054054054054,26,13,4,63
K004_012,K004_012,489,676.1349999999998,1.3826891615541916,4592,9.390593047034764,774,1.5828220858895705,28,8,1,113
K004_013,K004_013,532,808.321999999999,1.5194022556390958,5647,10.614661654135338,926,1.7406015037593985,29,70,2,149
K004_014,K004_014,180,236.83700000000027,1.3157611111111127,1358,7.544444444444444,208,1.1555555555555554,15,11,0,24
K004_016,K004_016,346,525.0029999999987,1.517349710982655,3619,10.459537572254336,668,1.930635838150289,20,6,4,120
K004_017,K004_017,319,664.7619999999998,2.083893416927899,5049,15.827586206896552,989,3.1003134796238245,54,102,11,133
K004_018,K004_018,291,479.49400000000014,1.6477457044673545,2408,8.27491408934708,362,1.2439862542955327,11,9,16,52
K004_020,K004_020,559,914.6359999999979,1.6362003577817494,6562,11.738819320214668,1163,2.080500894454383,37,16,54,119
K004_023,K004_023,377,976.5720000000011,2.5903766578249368,5941,15.758620689655173,1033,2.740053050397878,48,68,23,130
K005_000,K005_000,4338,7535.334999999997,1.7370527893038261,57261,13.199861687413554,10361,2.388427846934071,669,584,236,1016
K005_001,K005_001,1416,1698.7950000000053,1.1997139830508512,12643,8.92867231638418,2112,1.4915254237288136,146,58,37,192
K005_002,K005_002,489,650.6280000000038,1.330527607361971,4158,8.503067484662576,678,1.3865030674846626,63,20,28,47
K005_003,K005_003,232,274.85499999999973,1.1847198275862056,2183,9.40948275862069,347,1.4956896551724137,35,22,4,43
K005_004,K005_004,409,987.2140000000006,2.4137261613691945,7383,18.051344743276285,1350,3.3007334963325183,56,161,1,132
K005_006,K005_006,252,634.5259999999994,2.517960317460315,3690,14.642857142857142,650,2.5793650793650795,40,59,7,93
K005_008,K005_008,235,289.751,1.2329829787234041,1830,7.787234042553192,262,1.1148936170212767,21,9,0,26
K005_010,K005_010,258,326.7259999999998,1.2663798449612393,2281,8.84108527131783,372,1.441860465116279,4,9,15,40
K005_012,K005_012,563,729.219000000001,1.2952380106571952,4650,8.259325044404973,819,1.4547069271758437,110,28,22,75
K005_014,K005_014,634,1285.8129999999994,2.02809621451104,8479,13.373817034700316,1561,2.4621451104100944,62,57,10,161
K005_015,K005_015,544,539.193,0.9911636029411764,3663,6.733455882352941,536,0.9852941176470589,29,47,17,70
K006_000,K006_000,4011,7073.686,1.763571677885814,54838,13.671902268760908,11023,2.74819247070556,654,1102,115,1057
K006_001,K006_001,878,1192.0830000000014,1.3577255125284755,10025,11.417995444191344,1824,2.0774487471526197,95,98,15,152
K006_007,K006_007,340,868.5099999999994,2.5544411764705863,6103,17.95,1113,3.273529411764706,33,203,8,144
K006_008,K006_008,133,192.71900000000005,1.4490150375939854,1390,10.451127819548873,218,1.6390977443609023,11,23,12,32
K006_009,K006_009,418,579.9509999999991,1.3874425837320552,3834,9.17224880382775,636,1.5215311004784688,29,31,9,75
K006_012,K006_012,351,818.658,2.3323589743589745,5542,15.78917378917379,1116,3.1794871794871793,34,89,12,146
K006_013,K006_013,354,823.5449999999972,2.326398305084738,6019,17.002824858757062,1251,3.5338983050847457,38,129,8,128
K006_014,K006_014,547,885.8019999999985,1.6193820840950612,7005,12.806215722120658,1204,2.2010968921389398,70,67,5,119
K006_016,K006_016,648,925.6139999999992,1.4284166666666656,6486,10.00925925925926,1114,1.7191358024691359,42,85,9,183
K006_017,K006_017,699,1213.1989999999976,1.7356208869813985,8684,12.423462088698141,1599,2.2875536480686693,188,136,24,197
K006_018,K006_018,617,1115.541999999998,1.8080097244732547,6094,9.876823338735818,1142,1.8508914100486225,36,48,0,160
K007_000,K007_000,4040,6529.822999999994,1.6162928217821768,44920,11.118811881188119,6977,1.726980198019802,236,244,138,803
K007_001,K007_001,204,265.768,1.30278431372549,1713,8.397058823529411,270,1.3235294117647058,21,8,1,19
K007_003,K007_003,1083,1495.1029999999987,1.3805198522622333,9549,8.817174515235457,1363,1.2585410895660203,64,50,27,133
K007_004,K007_004,1077,1970.0970000000025,1.8292451253481916,13844,12.854224698235841,2378,2.2079851439182914,88,378,33,258
K007_005,K007_005,473,973.7840000000016,2.058739957716705,7562,15.987315010570825,1292,2.7315010570824523,71,110,12,171
K007_006,K007_006,356,508.4660000000009,1.428275280898879,3153,8.856741573033707,427,1.199438202247191,24,27,32,44
K007_007,K007_007,271,404.3539999999988,1.4920811808118037,2498,9.217712177121772,430,1.5867158671586716,32,9,9,68
K007_009,K007_009,415,1044.6249999999982,2.517168674698791,8358,20.13975903614458,1583,3.814457831325301,213,100,53,217
K007_010,K007_010,8,15.510999999999967,1.938874999999996,127,15.875,23,2.875,2,0,0,5
K007_011,K007_011,371,491.82299999999935,1.325668463611858,3115,8.39622641509434,452,1.2183288409703503,17,77,8,57
K008_000,K008_000,3365,4962.419999999993,1.4747161961366992,34150,10.148588410104011,6136,1.8234769687964338,593,758,79,710
K008_001,K008_001,127,175.08499999999987,1.3786220472440935,1363,10.73228346456693,227,1.7874015748031495,7,3,7,19
K008_002,K008_002,145,181.91400000000007,1.2545793103448282,1485,10.241379310344827,307,2.117241379310345,25,8,6,38
K008_004,K008_004,276,275.50799999999913,0.9982173913043446,1826,6.615942028985507,227,0.822463768115942,17,5,2,23
K008_005,K008_005,758,1631.9489999999998,2.1529670184696568,13883,18.315303430079155,2308,3.044854881266491,88,380,1,311
K008_006,K008_006,525,491.93399999999986,0.9370171428571425,3630,6.914285714285715,584,1.1123809523809525,70,95,2,106
K008_007,K008_007,73,91.21700000000014,1.2495479452054814,737,10.095890410958905,137,1.8767123287671232,24,8,2,14
K008_011,K008_011,334,604.963,1.8112664670658682,4573,13.691616766467066,791,2.3682634730538923,38,98,5,50
K008_013,K008_013,1110,1561.6969999999978,1.4069342342342324,11935,10.752252252252251,1751,1.5774774774774776,80,435,3,319
K008_014,K008_014,1035,1481.737000000004,1.431629951690825,12742,12.311111111111112,2132,2.059903381642512,87,327,47,312
K009_000,K009_000,2467,3359.416000000002,1.3617413862991496,24733,10.025537089582489,3928,1.5922172679367652,166,105,59,450
K009_001,K009_001,171,183.74000000000007,1.0745029239766086,1610,9.415204678362572,241,1.409356725146199,17,0,6,35
K009_004,K009_004,91,146.65500000000034,1.6115934065934103,1115,12.252747252747254,179,1.967032967032967,13,18,11,16
K009_005,K009_005,756,765.2989999999995,1.012300264550264,5312,7.026455026455026,600,0.7936507936507936,134,19,4,188
K009_006,K009_006,2235,4632.048000000002,2.0725046979865778,39996,17.895302013422818,7710,3.4496644295302015,441,207,139,842
K009_007,K009_007,10,9.012000000000006,0.9012000000000006,44,4.4,2,0.2,0,0,2,0
K009_012,K009_012,220,484.65799999999916,2.2029909090909054,3571,16.23181818181818,650,2.9545454545454546,72,63,8,136
K009_013,K009_013,206,414.10700000000105,2.010228155339811,3172,15.398058252427184,577,2.8009708737864076,73,27,17,84
K009_014,K009_014,233,598.5750000000005,2.568991416309015,4747,20.373390557939913,855,3.6695278969957084,53,60,16,84
K009_015,K009_015,207,308.09599999999983,1.4883864734299508,2580,12.46376811594203,481,2.323671497584541,14,13,13,69
K009_016,K009_016,21,17.198999999999938,0.8189999999999971,128,6.095238095238095,22,1.0476190476190477,6,0,0,1
K009_017,K009_017,310,414.71999999999923,1.3378064516129007,2708,8.735483870967743,382,1.232258064516129,25,2,10,61
K009_018,K009_018,268,328.6679999999981,1.226373134328351,2036,7.597014925373134,311,1.1604477611940298,26,1,4,62
K009_019,K009_019,300,429.5780000000001,1.431926666666667,3040,10.133333333333333,493,1.6433333333333333,19,7,11,53
K009_020,K009_020,426,481.19099999999776,1.1295563380281637,3283,7.706572769953052,496,1.164319248826291,20,48,19,117
K009_021,K009_021,282,559.2529999999995,1.9831666666666647,3186,11.297872340425531,576,2.0425531914893615,38,14,6,74
K009_023,K009_023,304,411.306000000002,1.3529802631579013,3190,10.493421052631579,465,1.5296052631578947,20,24,10,40
K009_024,K009_024,41,64.35600000000007,1.5696585365853675,359,8.75609756097561,59,1.4390243902439024,1,3,1,9
K009_025,K009_025,330,483.1750000000002,1.4641666666666673,4029,12.209090909090909,612,1.8545454545454545,38,11,8,83
K009_026,K009_026,366,727.3109999999997,1.987188524590163,4981,13.609289617486338,909,2.4836065573770494,92,44,4,107
K009_027,K009_027,249,272.4670000000003,1.09424497991968,1407,5.650602409638554,178,0.714859437751004,5,1,3,20
K010_000,K010_000,3039,6037.909999999998,1.9868081605791372,41084,13.518920697597894,6915,2.2754195459032576,787,1032,248,797
K010_001,K010_001,1104,1742.604999999999,1.5784465579710136,8923,8.082427536231885,1320,1.1956521739130435,90,29,14,144
K010_002,K010_002,840,1674.8159999999962,1.9938285714285668,12321,14.667857142857143,2212,2.6333333333333333,136,57,92,199
K010_003,K010_003,355,548.5289999999984,1.545152112676052,4604,12.969014084507043,788,2.219718309859155,65,120,18,99
K010_005,K010_005,534,937.7070000000016,1.756005617977531,7170,13.426966292134832,1165,2.1816479400749063,37,206,26,135
K010_006,K010_006,192,327.3429999999997,1.7049114583333316,2539,13.223958333333334,415,2.1614583333333335,26,11,14,55
K010_007,K010_007,89,135.3210000000004,1.520460674157308,1105,12.415730337078651,201,2.258426966292135,10,17,0,18
K010_009,K010_009,99,93.73599999999968,0.9468282828282796,591,5.96969696969697,84,0.8484848484848485,3,3,6,14
K010_012,K010_012,285,323.8499999999999,1.136315789473684,2234,7.838596491228071,384,1.3473684210526315,36,10,18,26
K010_013,K010_013,167,232.04399999999956,1.3894850299401171,1618,9.688622754491018,237,1.4191616766467066,5,2,2,21
K010_014,K010_014,178,306.92699999999996,1.7243089887640448,2190,12.303370786516854,363,2.039325842696629,28,48,9,45
K010_015,K010_015,273,352.58099999999956,1.291505494505493,2052,7.516483516483516,334,1.2234432234432235,32,59,22,39
K010_020,K010_020,117,234.50099999999986,2.00428205128205,1729,14.777777777777779,344,2.9401709401709404,43,68,7,27
K011_000,K011_000,4364,7364.266999999994,1.6875038955087063,49986,11.45417048579285,8071,1.8494500458295142,340,468,153,1145
K011_001,K011_001,768,1039.4339999999966,1.3534296874999956,7037,9.162760416666666,1242,1.6171875,66,70,14,178
K011_002,K011_002,214,238.1119999999998,1.1126728971962607,1771,8.27570093457944,281,1.3130841121495327,17,21,12,47
K011_003,K011_003,156,159.98499999999925,1.025544871794867,1176,7.538461538461538,162,1.0384615384615385,15,0,5,21
K011_004,K011_004,210,239.24600000000058,1.1392666666666693,1548,7.371428571428571,207,0.9857142857142858,48,28,0,47
K011_005,K011_005,39,39.54000000000002,1.0138461538461543,191,4.897435897435898,20,0.5128205128205128,2,0,0,3
K011_009,K011_009,960,1306.7049999999977,1.3611510416666641,11735,12.223958333333334,2142,2.23125,96,44,55,229
K011_010,K011_010,859,1175.2760000000026,1.3681909196740425,5256,6.118742724097788,711,0.8277066356228172,32,40,0,160
K011_014,K011_014,297,505.2849999999995,1.7012962962962948,3032,10.20875420875421,477,1.606060606060606,19,29,0,73
K011_015,K011_015,279,401.9620000000004,1.4407240143369189,2173,7.788530465949821,342,1.2258064516129032,16,6,1,42
K011_017,K011_017,333,488.9919999999995,1.4684444444444429,3995,11.996996996996996,739,2.219219219219219,22,11,26,74
K011_031,K011_031,261,295.4180000000001,1.1318697318007667,1856,7.111111111111111,244,0.9348659003831418,11,37,9,27
K011_032,K011_032,652,1288.0069999999985,1.9754708588957033,6808,10.441717791411042,1117,1.7131901840490797,62,34,43,263
K011_033,K011_033,259,439.96399999999915,1.6987027027026993,1721,6.644787644787645,233,0.8996138996138996,10,0,8,56
K011_036,K011_036,209,167.709,0.8024354066985646,1154,5.521531100478469,151,0.722488038277512,1,0,2,13
K012_000,K012_000,2464,4027.9979999999982,1.6347394480519473,31058,12.604707792207792,5579,2.2642045454545454,218,959,113,473
K012_001,K012_001,401,598.5800000000006,1.4927182044887797,3547,8.845386533665835,812,2.024937655860349,7,28,0,95
K012_002,K012_002,511,721.9159999999993,1.4127514677103703,5448,10.661448140900196,1033,2.0215264187866926,74,129,7,85
K012_003,K012_003,1193,1576.6429999999928,1.3215783738474374,7844,6.575020955574183,952,0.7979882648784576,166,75,42,121
K012_004,K012_004,30,52.87600000000001,1.7625333333333337,331,11.033333333333333,63,2.1,1,3,1,5
K012_005,K012_005,1369,1754.3890000000067,1.2815113221329486,12200,8.911614317019723,1674,1.222790357925493,122,115,89,269
K013_000,K013_000,3866,4516.8160000000025,1.168343507501294,38797,10.03543714433523,6869,1.7767718572167615,389,375,141,675
K013_001,K013_001,1536,1807.3690000000001,1.1766725260416668,15589,10.149088541666666,2733,1.779296875,170,297,34,247
K013_002,K013_002,1276,1511.1880000000028,1.184316614420065,11353,8.897335423197493,1959,1.5352664576802508,101,45,93,187
K013_003,K013_003,725,1041.2520000000043,1.4362096551724197,8010,11.048275862068966,1358,1.8731034482758622,101,143,68,114
K013_004,K013_004,1158,2377.723999999999,2.0533022452504306,18493,15.969775474956823,3363,2.9041450777202074,207,382,11,503
K013_005,K013_005,1092,1228.717999999996,1.12519963369963,10804,9.893772893772894,1817,1.663919413919414,74,80,74,152
K013_008,K013_008,303,358.73699999999997,1.1839504950495048,3215,10.610561056105611,633,2.089108910891089,36,24,9,70
K013_009,K013_009,367,458.04500000000013,1.2480790190735698,3526,9.607629427792915,650,1.771117166212534,69,40,23,90
S001_000,S001_000,2535,2634.322,1.0391802761341222,18757,7.399211045364892,2684,1.0587771203155818,121,300,132,249
S001_003,S001_003,355,511.37699999999813,1.4404985915492905,3430,9.661971830985916,494,1.3915492957746478,24,8,20,62
S001_004,S001_004,359,339.3939999999994,0.9453871866295247,3069,8.54874651810585,444,1.2367688022284122,24,28,20,55
S001_005,S001_005,1520,1768.943000000001,1.1637782894736848,12717,8.366447368421053,1948,1.2815789473684212,75,84,55,167
S001_006,S001_006,1007,1331.8690000000024,1.3226107249255237,9075,9.011916583912612,1386,1.3763654419066533,76,93,51,92
S001_007,S001_007,805,1218.2580000000023,1.5133639751552823,8105,10.06832298136646,1316,1.6347826086956523,121,77,73,114
S001_008,S001_008,315,338.70500000000175,1.075253968253974,2030,6.444444444444445,370,1.1746031746031746,54,7,6,74
S001_009,S001_009,746,932.7319999999995,1.2503109919571038,7498,10.05093833780161,1299,1.7412868632707774,76,98,29,201
S001_010,S001_010,169,177.658,1.0512307692307692,1134,6.710059171597633,149,0.8816568047337278,3,0,2,30
S001_011,S001_011,338,747.5960000000017,2.211822485207106,5066,14.988165680473372,869,2.5710059171597632,40,27,19,93
S001_012,S001_012,339,443.43999999999835,1.3080825958702016,3162,9.327433628318584,584,1.7227138643067847,20,61,14,66
S001_014,S001_014,181,278.41899999999987,1.538226519337016,1537,8.491712707182321,189,1.0441988950276244,14,2,19,26
S001_015,S001_015,152,234.10100000000045,1.5401381578947397,1496,9.842105263157896,206,1.355263157894737,37,22,16,44
S001_016,S001_016,184,173.0209999999991,0.9403315217391256,1234,6.706521739130435,187,1.016304347826087,13,3,4,22
S001_017,S001_017,410,515.0499999999996,1.256219512195121,3855,9.402439024390244,680,1.6585365853658536,45,57,23,71
S001_018,S001_018,356,463.5119999999995,1.3019999999999985,3770,10.589887640449438,534,1.5,27,34,25,74
S001_019,S001_019,422,764.6070000000009,1.8118649289099547,4921,11.661137440758294,844,2.0,35,46,28,92
S001_020,S001_020,336,739.7409999999999,2.2016101190476185,5714,17.00595238095238,1068,3.1785714285714284,66,82,4,91
S002_000,S002_000,4367,7813.917999999987,1.7893102816578856,62412,14.291733455461415,11240,2.5738493244790472,628,1585,192,1169
S002_001,S002_001,851,1333.4160000000008,1.5668813160987085,10354,12.166862514688601,1755,2.062279670975323,168,177,23,142
S002_002,S002_002,457,764.9699999999992,1.6738949671772412,5633,12.326039387308533,913,1.9978118161925602,35,25,65,74
S002_003,S002_003,150,169.57300000000006,1.130486666666667,1207,8.046666666666667,160,1.0666666666666667,12,20,8,19
S002_005,S002_005,743,839.6000000000031,1.130013458950206,4988,6.713324360699866,703,0.946164199192463,104,27,17,89
S002_007,S002_007,74,168.88300000000004,2.2822027027027034,1458,19.7027027027027,279,3.77027027027027,27,43,5,25
S002_008,S002_008,603,809.457999999999,1.3423847429519054,7080,11.74129353233831,1239,2.054726368159204,46,165,9,109
S002_009,S002_009,76,96.18900000000002,1.2656447368421055,803,10.56578947368421,119,1.5657894736842106,12,12,5,7
S002_011,S002_011,521,642.8540000000032,1.2338848368522135,4867,9.341650671785029,785,1.506717850287908,42,65,8,88
S002_012,S002_012,314,414.0480000000001,1.3186242038216565,2672,8.509554140127388,413,1.3152866242038217,4,14,6,57
S002_013,S002_013,181,326.45099999999877,1.8035966850828662,2113,11.67403314917127,350,1.9337016574585635,16,30,10,33
S002_014,S002_014,327,602.2500000000011,1.8417431192660585,3390,10.36697247706422,637,1.9480122324159022,45,59,26,111
S002_015,S002_015,175,376.6609999999992,2.152348571428567,2494,14.251428571428571,457,2.611428571428571,55,22,1,49
S002_016,S002_016,200,194.19800000000015,0.9709900000000008,1164,5.82,145,0.725,9,3,7,34
S002_017,S002_017,89,90.83600000000015,1.0206292134831478,645,7.247191011235955,81,0.9101123595505618,7,15,8,4
S002_018,S002_018,384,600.9199999999977,1.5648958333333274,4154,10.817708333333334,646,1.6822916666666667,53,28,6,51
S002_019,S002_019,148,215.53300000000056,1.4563040540540577,1694,11.445945945945946,339,2.2905405405405403,38,14,15,24
S002_020,S002_020,52,68.58099999999988,1.3188653846153822,449,8.634615384615385,72,1.3846153846153846,14,0,3,5
S002_021,S002_021,69,87.70500000000001,1.2710869565217393,741,10.73913043478261,98,1.4202898550724639,7,5,4,6
S002_022,S002_022,74,126.41599999999994,1.7083243243243236,861,11.635135135135135,150,2.027027027027027,7,4,13,14
S002_023,S002_023,82,78.38900000000008,0.9559634146341474,569,6.939024390243903,76,0.926829268292683,12,2,0,16
S002_024,S002_024,702,975.4909999999979,1.3895883190883163,7742,11.028490028490028,1436,2.0455840455840457,37,38,57,43
T001_000,T001_000,3878,6522.851999999995,1.6820144404332118,47092,12.14337287261475,7452,1.921609076843734,369,718,66,752
T001_001,T001_001,1936,2495.776999999999,1.2891410123966938,18770,9.695247933884298,3350,1.7303719008264462,132,126,11,314
T001_002,T001_002,802,1432.4379999999996,1.7860822942643386,10291,12.831670822942643,1975,2.4625935162094765,144,176,16,220
T001_003,T001_003,987,1282.527999999992,1.2994204660587558,9694,9.821681864235055,1686,1.7082066869300911,84,55,23,172
T001_004,T001_004,206,247.4969999999994,1.2014417475728125,1719,8.344660194174757,248,1.203883495145631,15,10,1,24
T001_005,T001_005,251,475.4919999999993,1.8943904382470091,4239,16.888446215139442,756,3.0119521912350598,31,66,59,56
T001_006,T001_006,455,637.4220000000017,1.4009274725274763,4710,10.351648351648352,704,1.5472527472527473,31,75,0,92
T001_007,T001_007,611,1130.1030000000044,1.8495957446808582,7548,12.353518821603927,1158,1.895253682487725,15,69,1,145
T001_008,T001_008,418,473.3559999999994,1.132430622009568,2684,6.421052631578948,407,0.9736842105263158,36,7,0,41
T001_009,T001_009,663,1187.3549999999996,1.7908823529411757,7873,11.874811463046758,1463,2.206636500754148,112,159,0,163
T001_010,T001_010,87,103.53699999999992,1.190080459770114,764,8.781609195402298,84,0.9655172413793104,3,0,1,10
T002_000,T002_000,5060,6901.175999999992,1.3638687747035558,56586,11.18300395256917,10077,1.991501976284585,304,1594,108,1227
T002_001,T002_001,625,960.8689999999981,1.537390399999997,8206,13.1296,1434,2.2944,58,79,19,134
T002_006,T002_006,428,667.0889999999988,1.5586191588785019,4621,10.796728971962617,865,2.0210280373831777,22,45,9,79
T002_007,T002_007,331,807.610000000001,2.4399093655589157,6296,19.021148036253777,1387,4.190332326283988,75,84,8,115
T002_011,T002_011,594,906.1070000000011,1.5254326599326617,5987,10.07912457912458,970,1.632996632996633,34,21,16,106
T002_012,T002_012,380,663.2630000000007,1.745428947368423,5367,14.123684210526315,885,2.3289473684210527,36,25,16,113
T002_013,T002_013,892,1393.522000000002,1.5622443946188362,11206,12.562780269058296,1913,2.1446188340807173,45,122,3,136
T002_014,T002_014,143,315.17299999999966,2.2040069930069905,2341,16.37062937062937,428,2.993006993006993,16,161,3,42
